HowOldAreYou,WhatIsYourSex,HowTallAreYouWithoutShoesInMeters,HowMuchDoYouWeighWithoutShoesInKG,weight,BMI,Sex,Age
6.0,1.0,1.57,56.7,0.1344,23.002961580591506,Female,17
6.0,2.0,1.9,74.84,0.193,20.731301939058174,Male,17
6.0,2.0,1.78,131.54,0.2167,41.51622269915414,Male,17
5.0,2.0,1.78,86.64,0.2167,27.345032192904934,Male,16
5.0,2.0,1.78,72.58,0.2167,22.907461179144047,Male,16
6.0,2.0,1.78,88.45,0.2167,27.91629844716576,Male,17
6.0,2.0,1.78,88.45,0.2167,27.91629844716576,Male,17
6.0,1.0,1.73,66.68,0.1749,22.279394567142237,Female,17
6.0,1.0,1.5,46.27,0.1344,20.564444444444447,Female,17
6.0,1.0,1.63,63.5,0.1344,23.90003387406376,Female,17
5.0,1.0,1.65,86.18,0.1344,31.65472910927457,Female,16
6.0,2.0,1.78,72.58,0.2167,22.907461179144047,Male,17
5.0,2.0,1.73,56.7,0.3042,18.944836112132045,Male,16
5.0,1.0,1.73,53.07,0.1344,17.73196565204317,Female,16
7.0,1.0,1.5,52.62,0.1344,23.386666666666667,Female,18
6.0,1.0,1.55,50.8,0.1344,21.144640998959414,Female,17
6.0,2.0,1.75,89.36,0.2167,29.17877551020408,Male,17
6.0,2.0,1.73,71.67,0.2167,23.94667379464733,Male,17
7.0,2.0,1.55,74.84,0.2167,31.150884495317374,Male,18
6.0,2.0,1.85,73.48,0.2597,21.469685902118332,Male,17
4.0,2.0,1.63,49.9,0.3134,18.781286461665854,Male,15
5.0,2.0,1.73,73.03,0.3567,24.40108256206355,Male,16
5.0,2.0,1.8,68.49,0.3567,21.138888888888886,Male,16
5.0,2.0,1.75,92.99,0.3134,30.36408163265306,Male,16
4.0,2.0,1.88,97.52,0.3134,27.591670439112722,Male,15
4.0,1.0,1.65,49.9,0.4031,18.328741965105603,Female,15
5.0,1.0,1.55,66.23,0.3813,27.567117585848074,Female,16
3.0,1.0,1.52,52.16,0.3813,22.576177285318558,Female,14
4.0,2.0,1.75,63.5,0.3567,20.73469387755102,Male,15
5.0,2.0,1.78,99.34,0.3134,31.353364474182552,Male,16
4.0,2.0,1.73,62.6,0.3738,20.91616826489358,Male,15
5.0,2.0,1.75,99.79,0.3042,32.58448979591837,Male,16
4.0,2.0,1.65,84.82,0.3042,31.15518824609734,Male,15
4.0,1.0,1.63,51.26,0.3606,19.293161202905644,Female,15
6.0,1.0,1.5,44.45,0.3281,19.755555555555556,Female,17
5.0,1.0,1.7,64.86,0.3606,22.442906574394467,Female,16
6.0,1.0,1.73,57.61,0.3606,19.248889037388484,Female,17
5.0,2.0,1.8,87.09,0.3042,26.87962962962963,Male,16
4.0,2.0,1.83,90.72,0.3738,27.089492072023646,Male,15
5.0,2.0,1.75,68.04,0.3738,22.21714285714286,Male,16
5.0,2.0,1.75,63.5,0.3738,20.73469387755102,Male,16
6.0,2.0,1.8,90.72,0.3042,27.999999999999996,Male,17
4.0,2.0,1.83,107.05,0.3738,31.965720087192803,Male,15
5.0,2.0,1.73,67.13,0.3042,22.429750409302013,Male,16
7.0,2.0,1.68,54.43,0.2927,19.285005668934243,Male,18
7.0,2.0,1.73,85.73,0.2291,28.64445855190618,Male,18
6.0,2.0,1.78,76.2,0.2927,24.049993687665697,Male,17
7.0,2.0,1.68,79.38,0.2291,28.125000000000004,Male,18
6.0,1.0,1.5,52.16,0.2463,23.182222222222222,Female,17
6.0,1.0,1.57,52.16,0.2463,21.161101870258427,Female,17
7.0,1.0,1.68,54.43,0.2992,19.285005668934243,Female,18
6.0,1.0,1.57,53.07,0.2463,21.530285204267923,Female,17
7.0,1.0,1.85,75.75,0.2992,22.132943754565375,Female,18
6.0,1.0,1.7,72.58,0.2992,25.114186851211073,Female,17
7.0,1.0,1.68,58.51,0.2992,20.73058390022676,Female,18
7.0,1.0,1.63,73.94,0.2992,27.829425270051566,Female,18
7.0,1.0,1.55,66.23,0.2992,27.567117585848074,Female,18
6.0,1.0,1.6,46.72,0.3006,18.249999999999996,Female,17
5.0,1.0,1.6,67.59,0.2554,26.402343749999996,Female,16
5.0,1.0,1.68,47.63,0.2554,16.87570861678005,Female,16
6.0,1.0,1.73,45.36,0.3006,15.155868889705635,Female,17
6.0,1.0,1.57,70.31,0.2554,28.524483751876343,Female,17
6.0,1.0,1.75,95.26,0.2554,31.10530612244898,Female,17
5.0,2.0,1.83,68.04,0.3126,20.317119054017738,Male,16
7.0,2.0,1.78,95.26,0.2609,30.065648276732738,Male,18
5.0,2.0,1.7,72.58,0.2609,25.114186851211073,Male,16
6.0,2.0,1.7,58.06,0.2609,20.08996539792388,Male,17
6.0,2.0,1.75,70.31,0.2609,22.958367346938775,Male,17
6.0,2.0,1.78,79.38,0.3126,25.053654841560405,Male,17
6.0,1.0,1.52,45.36,0.2554,19.632963988919666,Female,17
4.0,2.0,1.57,58.51,0.3134,23.7372712888961,Male,15
4.0,2.0,1.6,48.08,0.1078,18.781249999999996,Male,15
4.0,2.0,1.73,77.11,0.3134,25.764308864312206,Male,15
4.0,2.0,1.6,65.77,0.3134,25.691406249999993,Male,15
4.0,2.0,1.73,73.94,0.3567,24.70513548731999,Male,15
3.0,2.0,1.75,65.77,0.3134,21.47591836734694,Male,14
4.0,1.0,1.63,45.36,0.3813,17.072528134291844,Female,15
4.0,1.0,1.45,67.59,0.3813,32.1474435196195,Female,15
3.0,1.0,1.57,56.7,0.4031,23.002961580591506,Female,14
3.0,1.0,1.68,54.43,0.3813,19.285005668934243,Female,14
5.0,2.0,1.75,54.89,0.3134,17.92326530612245,Male,16
4.0,2.0,1.7,63.5,0.3567,21.972318339100347,Male,15
3.0,2.0,1.63,50.8,0.3134,19.120027099251008,Male,14
5.0,1.0,1.5,54.43,0.3813,24.191111111111113,Female,16
3.0,1.0,1.65,90.72,0.3813,33.32231404958678,Female,14
5.0,1.0,1.98,66.68,0.3813,17.008468523620042,Female,16
4.0,1.0,1.55,78.93,0.4031,32.853277835587924,Female,15
4.0,2.0,1.88,71.67,0.3134,20.27784065187868,Male,15
3.0,2.0,1.7,85.28,0.3134,29.508650519031146,Male,14
4.0,2.0,1.85,106.6,0.3134,31.146822498173844,Male,15
3.0,2.0,1.7,90.72,0.3134,31.391003460207614,Male,14
3.0,2.0,1.55,47.63,0.3134,19.825182101977106,Male,14
4.0,2.0,1.65,54.43,0.3567,19.99265381083563,Male,15
4.0,2.0,1.8,80.74,0.3134,24.91975308641975,Male,15
4.0,2.0,1.68,54.43,0.3567,19.285005668934243,Male,15
5.0,2.0,1.65,70.31,0.3042,25.825528007346193,Male,16
5.0,2.0,1.8,89.81,0.3042,27.719135802469136,Male,16
4.0,2.0,1.75,114.31,0.3042,37.325714285714284,Male,15
5.0,2.0,1.7,88.45,0.3042,30.605536332179934,Male,16
5.0,2.0,1.7,73.03,0.3042,25.26989619377163,Male,16
5.0,1.0,1.52,56.25,0.3281,24.34643351800554,Female,16
5.0,1.0,1.55,63.5,0.3281,26.430801248699268,Female,16
4.0,1.0,1.52,58.06,0.3281,25.129847645429365,Female,15
5.0,1.0,1.7,65.77,0.3281,22.757785467128027,Female,16
4.0,1.0,1.5,50.8,0.3281,22.577777777777776,Female,15
4.0,1.0,1.55,63.5,0.3281,26.430801248699268,Female,15
6.0,1.0,1.57,53.52,0.3281,21.712848391415474,Female,17
5.0,2.0,1.75,74.39,0.3042,24.29061224489796,Male,16
4.0,2.0,1.7,81.65,0.3042,28.252595155709347,Male,15
4.0,2.0,1.8,81.65,0.3042,25.200617283950617,Male,15
4.0,2.0,1.7,64.86,0.3042,22.442906574394467,Male,15
6.0,1.0,1.52,49.9,0.2463,21.597991689750693,Female,17
7.0,1.0,1.57,69.85,0.2463,28.337863605014398,Female,18
7.0,2.0,1.8,70.31,0.2291,21.700617283950617,Male,18
6.0,2.0,1.75,65.77,0.2291,21.47591836734694,Male,17
6.0,2.0,1.75,85.28,0.2927,27.846530612244898,Male,17
6.0,2.0,1.75,61.69,0.2927,20.143673469387753,Male,17
7.0,2.0,1.73,60.78,0.2291,20.3080624143807,Male,18
6.0,2.0,1.68,62.14,0.2291,22.016723356009074,Male,17
7.0,2.0,1.78,74.84,0.2291,23.620754955182427,Male,18
6.0,2.0,1.73,65.77,0.2927,21.975341641885795,Male,17
6.0,2.0,1.68,61.24,0.2291,21.697845804988667,Male,17
7.0,2.0,1.83,90.72,0.2291,27.089492072023646,Male,18
7.0,2.0,1.85,100.25,0.2291,29.291453615777936,Male,18
7.0,2.0,1.78,90.72,0.2291,28.632748390354752,Male,18
6.0,2.0,1.7,67.13,0.2291,23.228373702422147,Male,17
5.0,1.0,1.55,80.29,0.2554,33.41935483870967,Female,16
5.0,1.0,1.57,52.16,0.3006,21.161101870258427,Female,16
6.0,1.0,1.73,74.39,0.2554,24.85549132947977,Female,17
6.0,1.0,1.65,56.7,0.2554,20.82644628099174,Female,17
5.0,1.0,1.65,62.6,0.2554,22.99357208448118,Female,16
6.0,1.0,1.65,80.74,0.2554,29.656565656565657,Female,17
6.0,1.0,1.5,49.9,0.2554,22.177777777777777,Female,17
6.0,1.0,1.55,96.16,0.2554,40.024973985431835,Female,17
7.0,1.0,1.68,54.43,0.2554,19.285005668934243,Female,18
5.0,1.0,1.5,43.09,0.2554,19.151111111111113,Female,16
7.0,2.0,1.8,67.59,0.2609,20.86111111111111,Male,18
6.0,2.0,1.8,72.58,0.2609,22.401234567901234,Male,17
6.0,2.0,1.68,61.24,0.2609,21.697845804988667,Male,17
5.0,2.0,1.93,66.68,0.3126,17.90115170877071,Male,16
6.0,2.0,1.7,99.79,0.2609,34.52941176470589,Male,17
5.0,2.0,1.83,72.58,0.3126,21.672788079667946,Male,16
5.0,2.0,1.73,95.26,0.2609,31.828661164756593,Male,16
6.0,2.0,1.93,86.18,0.2609,23.13619157561277,Male,17
6.0,1.0,1.55,57.61,0.3006,23.97918834547346,Female,17
5.0,2.0,1.73,73.94,1.1737,24.70513548731999,Male,16
5.0,2.0,1.83,90.72,1.1737,27.089492072023646,Male,16
4.0,2.0,1.83,74.84,0.9552,22.347636537370477,Male,15
5.0,2.0,1.83,99.79,0.9552,29.797844068201496,Male,16
5.0,2.0,1.65,61.24,0.9552,22.494031221303953,Male,16
5.0,2.0,1.65,74.84,0.9552,27.48943985307622,Male,16
6.0,2.0,1.8,108.86,1.1737,33.598765432098766,Male,17
5.0,1.0,1.73,54.89,1.1427,18.34007150255605,Female,16
4.0,1.0,1.75,58.06,1.256,18.958367346938775,Female,15
4.0,1.0,1.63,50.8,1.256,19.120027099251008,Female,15
5.0,1.0,1.52,60.33,1.1427,26.112361495844876,Female,16
5.0,1.0,1.55,81.65,0.6384,33.98543184183142,Female,16
6.0,1.0,1.6,86.18,0.6384,33.66406249999999,Female,17
6.0,1.0,1.57,59.88,0.6384,24.293074769767536,Female,17
5.0,1.0,1.63,54.43,0.7515,20.4862810041778,Female,16
6.0,1.0,1.6,88.91,0.3836,34.73046874999999,Female,17
6.0,2.0,1.88,129.28,0.6323,36.577636939791766,Male,17
6.0,2.0,1.73,61.24,0.5276,20.461759497477363,Male,17
6.0,2.0,1.68,58.97,0.5276,20.89356575963719,Male,17
7.0,2.0,1.68,75.75,0.6323,26.83886054421769,Male,18
7.0,2.0,1.8,77.11,1.1737,23.79938271604938,Male,18
5.0,2.0,1.68,81.65,0.5276,28.92928004535148,Male,16
5.0,2.0,1.83,92.99,0.5276,27.76732658484875,Male,16
6.0,2.0,1.75,106.14,0.6323,34.65795918367347,Male,17
6.0,2.0,1.68,64.86,0.5276,22.980442176870753,Male,17
6.0,2.0,1.8,97.52,0.9552,30.098765432098762,Male,17
5.0,2.0,1.63,81.65,1.1737,30.731303398697733,Male,16
5.0,2.0,1.63,61.24,0.9552,23.049418495238815,Male,16
5.0,2.0,1.73,58.97,0.9552,19.703297804804702,Male,16
6.0,2.0,1.75,90.72,0.4074,29.622857142857143,Male,17
6.0,2.0,1.68,54.43,0.5276,19.285005668934243,Male,17
5.0,2.0,1.78,83.92,0.9552,26.48655472793839,Male,16
5.0,2.0,1.8,69.4,0.9552,21.419753086419753,Male,16
5.0,2.0,1.52,54.43,0.9552,23.558691135734072,Male,16
7.0,1.0,1.52,49.44,0.6384,21.398891966759003,Female,18
5.0,1.0,1.63,69.85,1.1793,26.290037261470133,Female,16
5.0,1.0,1.57,58.97,1.256,23.92389143575804,Female,16
5.0,1.0,1.73,54.43,1.1427,18.186374419459387,Female,16
5.0,1.0,1.63,58.97,1.256,22.19503933155181,Female,16
5.0,1.0,1.63,58.97,1.1427,22.19503933155181,Female,16
4.0,1.0,1.68,68.04,1.1427,24.107142857142865,Female,15
5.0,1.0,1.65,50.8,0.6384,18.6593204775023,Female,16
6.0,1.0,1.7,58.97,0.605,20.40484429065744,Female,17
6.0,1.0,1.63,49.9,0.6384,18.781286461665854,Female,17
5.0,1.0,1.65,57.15,0.6384,20.991735537190085,Female,16
6.0,1.0,1.63,92.99,0.6384,34.999435432270694,Female,17
6.0,1.0,1.6,70.76,0.6384,27.640624999999996,Female,17
6.0,1.0,1.63,74.39,0.6384,27.998795588844143,Female,17
6.0,1.0,1.6,54.43,0.6384,21.261718749999996,Female,17
6.0,1.0,1.6,61.24,0.6384,23.921874999999996,Female,17
5.0,1.0,1.52,43.55,0.6384,18.849549861495845,Female,16
5.0,2.0,1.85,92.99,0.6323,27.170197224251275,Male,16
5.0,2.0,1.63,45.36,0.5276,17.072528134291844,Male,16
6.0,2.0,1.85,94.35,0.5276,27.567567567567565,Male,17
5.0,2.0,1.75,63.5,0.5276,20.73469387755102,Male,16
5.0,2.0,1.6,50.8,0.6323,19.843749999999996,Male,16
5.0,2.0,1.8,77.11,0.5276,23.79938271604938,Male,16
6.0,2.0,1.68,81.65,0.5276,28.92928004535148,Male,17
6.0,2.0,1.63,72.58,0.4074,27.317550528811775,Male,17
5.0,2.0,1.88,83.92,0.6323,23.743775464010866,Male,16
6.0,2.0,1.88,109.77,0.5276,31.057605251244908,Male,17
7.0,2.0,1.88,83.92,0.5276,23.743775464010866,Male,18
6.0,2.0,1.83,99.34,0.6323,29.663471587685507,Male,17
7.0,2.0,1.83,74.84,0.6323,22.347636537370477,Male,18
4.0,2.0,1.83,147.42,1.1737,44.02042461703842,Male,15
6.0,1.0,1.63,49.9,0.4659,18.781286461665854,Female,17
7.0,1.0,1.68,70.31,0.4659,24.911422902494337,Female,18
6.0,1.0,1.8,90.72,0.3836,27.999999999999996,Female,17
7.0,1.0,1.55,63.5,0.3836,26.430801248699268,Female,18
7.0,1.0,1.7,63.5,0.4659,21.972318339100347,Female,18
6.0,1.0,1.78,79.38,0.4659,25.053654841560405,Female,17
6.0,1.0,1.68,68.04,0.3654,24.107142857142865,Female,17
7.0,1.0,1.68,59.42,0.3836,21.053004535147394,Female,18
7.0,1.0,1.73,81.65,0.3836,27.281232249657524,Female,18
7.0,1.0,1.57,62.6,0.4659,25.396567812081624,Female,18
7.0,1.0,1.65,65.77,0.4659,24.157943067033976,Female,18
6.0,1.0,1.57,52.16,0.1454,21.161101870258427,Female,17
7.0,1.0,1.63,49.9,0.3836,18.781286461665854,Female,18
6.0,1.0,1.6,49.9,0.4659,19.492187499999996,Female,17
7.0,2.0,1.8,77.11,0.4074,23.79938271604938,Male,18
7.0,2.0,1.78,65.77,0.4074,20.75811134957707,Male,18
7.0,2.0,1.7,68.04,0.4074,23.543252595155714,Male,18
7.0,2.0,1.75,73.48,0.4074,23.993469387755102,Male,18
6.0,2.0,1.8,88.45,0.5205,27.299382716049383,Male,17
7.0,2.0,1.75,55.79,0.4074,18.217142857142857,Male,18
6.0,2.0,1.73,99.79,0.4074,33.34224330916503,Male,17
7.0,2.0,1.73,61.24,0.4074,20.461759497477363,Male,18
7.0,2.0,1.68,45.36,0.5205,16.071428571428573,Male,18
6.0,2.0,1.85,111.13,0.4074,32.47041636230825,Male,17
7.0,2.0,1.8,83.01,0.4074,25.62037037037037,Male,18
6.0,2.0,1.8,55.34,0.4074,17.080246913580247,Male,17
7.0,2.0,1.73,101.15,0.4074,33.796652076581246,Male,18
6.0,2.0,1.7,63.5,0.4074,21.972318339100347,Male,17
6.0,2.0,1.88,117.94,0.5205,33.36917157084654,Male,17
7.0,2.0,1.8,72.58,0.4074,22.401234567901234,Male,18
6.0,2.0,1.78,81.65,0.5205,25.7701047847494,Male,17
6.0,2.0,1.8,58.97,0.4074,18.200617283950617,Male,17
6.0,2.0,1.7,71.67,0.4731,24.799307958477513,Male,17
6.0,2.0,1.73,58.97,0.4074,19.703297804804702,Male,17
6.0,2.0,1.65,97.52,0.4074,35.82001836547291,Male,17
7.0,2.0,1.8,83.92,0.5205,25.901234567901234,Male,18
7.0,1.0,1.63,48.08,0.3654,18.096277616771427,Female,18
7.0,1.0,1.7,76.2,0.3836,26.36678200692042,Female,18
6.0,1.0,1.45,73.48,0.4659,34.94887039239001,Female,17
7.0,1.0,1.52,86.64,0.4659,37.5,Female,18
6.0,1.0,1.68,50.8,0.3836,17.998866213151928,Female,17
7.0,1.0,1.6,73.94,0.4659,28.882812499999993,Female,18
7.0,1.0,1.6,49.9,0.4659,19.492187499999996,Female,18
6.0,1.0,1.47,44.45,0.4659,20.570132815030778,Female,17
7.0,1.0,1.65,49.9,0.4659,18.328741965105603,Female,18
5.0,1.0,1.7,49.9,0.7515,17.26643598615917,Female,16
7.0,1.0,1.57,64.41,0.4659,26.13087752038622,Female,18
7.0,1.0,1.68,79.83,0.3654,28.284438775510207,Female,18
4.0,2.0,1.7,57.61,0.2454,19.934256055363324,Male,15
3.0,2.0,1.8,68.04,0.2793,21.0,Male,14
4.0,2.0,1.85,89.36,0.2454,26.109569028487943,Male,15
3.0,2.0,1.78,60.78,0.2454,19.183183941421536,Male,14
4.0,2.0,1.6,58.97,0.2454,23.035156249999996,Male,15
4.0,2.0,1.65,73.48,0.2454,26.989898989898993,Male,15
4.0,2.0,1.57,71.22,0.2454,28.893667085885834,Male,15
4.0,1.0,1.65,53.07,0.3929,19.493112947658403,Female,15
4.0,1.0,1.68,58.97,0.3716,20.89356575963719,Female,15
5.0,1.0,1.73,70.31,0.3628,23.492265027231113,Female,16
4.0,1.0,1.52,49.44,0.3716,21.398891966759003,Female,15
3.0,1.0,1.6,54.43,0.3716,21.261718749999996,Female,14
4.0,2.0,1.65,88.45,0.2793,32.488521579430675,Male,15
5.0,2.0,1.63,58.06,0.2454,21.852534909104598,Male,16
4.0,2.0,1.78,68.04,0.2454,21.474561292766065,Male,15
4.0,2.0,1.73,68.04,0.2454,22.733803334558456,Male,15
4.0,2.0,1.73,65.32,0.2454,21.824985799726015,Male,15
4.0,2.0,1.8,65.77,0.2454,20.29938271604938,Male,15
4.0,2.0,1.68,96.16,0.2454,34.070294784580504,Male,15
4.0,2.0,1.78,73.94,0.2454,23.336699911627317,Male,15
4.0,2.0,1.68,61.24,0.2454,21.697845804988667,Male,15
4.0,2.0,1.73,68.04,0.2454,22.733803334558456,Male,15
4.0,2.0,1.63,72.58,0.2454,27.317550528811775,Male,15
3.0,1.0,1.65,63.5,0.3628,23.32415059687787,Female,14
5.0,1.0,1.57,58.51,0.0989,23.7372712888961,Female,16
3.0,1.0,1.57,59.88,0.3716,24.293074769767536,Female,14
4.0,1.0,1.57,63.5,0.3716,25.76169418637673,Female,15
3.0,1.0,1.52,46.27,0.3716,20.026835180055404,Female,14
4.0,1.0,1.65,50.8,0.3813,18.6593204775023,Female,15
4.0,1.0,1.57,63.5,0.3813,25.76169418637673,Female,15
3.0,1.0,1.63,86.18,0.3813,32.43629794120969,Female,14
4.0,1.0,1.57,52.16,0.3813,21.161101870258427,Female,15
4.0,1.0,1.57,54.43,0.3813,22.082031725424965,Female,15
4.0,1.0,1.63,95.26,0.3813,35.8538145959577,Female,15
4.0,2.0,1.75,86.18,0.3671,28.14040816326531,Male,15
4.0,2.0,1.55,63.5,0.3671,26.430801248699268,Male,15
4.0,2.0,1.6,90.72,0.3671,35.43749999999999,Male,15
4.0,2.0,1.7,58.97,0.3671,20.40484429065744,Male,15
3.0,2.0,1.63,68.04,0.3671,25.60879220143777,Male,14
4.0,2.0,1.65,73.48,0.3671,26.989898989898993,Male,15
3.0,2.0,1.73,73.48,0.3671,24.55143840422333,Male,14
5.0,2.0,1.6,59.88,0.3671,23.390624999999996,Male,16
3.0,2.0,1.75,86.18,0.3671,28.14040816326531,Male,14
5.0,1.0,1.55,53.52,0.3386,22.276795005202914,Female,16
7.0,2.0,1.55,65.77,0.2609,27.37565036420395,Male,18
4.0,2.0,1.63,58.06,0.3042,21.852534909104598,Male,15
5.0,2.0,1.65,103.87,0.3042,38.1524334251607,Male,16
5.0,2.0,1.63,65.77,0.3042,24.754413037750762,Male,16
4.0,2.0,1.7,82.1,0.3042,28.408304498269896,Male,15
4.0,2.0,1.7,64.86,0.3042,22.442906574394467,Male,15
6.0,2.0,1.83,70.31,0.3042,20.99495356684284,Male,17
5.0,1.0,1.55,47.63,0.3281,19.825182101977106,Female,16
5.0,1.0,1.52,60.78,0.3281,26.30713296398892,Female,16
4.0,1.0,1.78,83.92,0.3281,26.48655472793839,Female,15
5.0,1.0,1.57,67.13,0.3281,27.23437056270031,Female,16
5.0,2.0,1.75,83.92,0.3042,27.40244897959184,Male,16
4.0,2.0,1.75,70.76,0.3042,23.10530612244898,Male,15
5.0,2.0,1.73,113.4,0.3042,37.88967222426409,Male,16
5.0,1.0,1.68,79.83,0.3281,28.284438775510207,Female,16
5.0,1.0,1.6,64.41,0.3281,25.160156249999993,Female,16
4.0,2.0,1.73,112.49,0.3042,37.58561929900765,Male,15
5.0,2.0,1.75,83.01,0.3042,27.10530612244898,Male,16
4.0,2.0,1.73,113.4,0.3671,37.88967222426409,Male,15
3.0,2.0,1.75,88.91,0.3671,29.031836734693876,Male,14
3.0,1.0,1.63,53.98,0.3813,20.316910685385224,Female,14
5.0,1.0,1.6,49.9,0.3813,19.492187499999996,Female,16
3.0,1.0,1.57,48.08,0.3813,19.505862306787293,Female,14
4.0,1.0,1.55,68.04,0.3813,28.320499479708637,Female,15
5.0,2.0,1.68,67.13,0.4035,23.784722222222225,Male,16
5.0,2.0,1.75,72.58,0.3671,23.699591836734694,Male,16
4.0,2.0,1.78,52.16,0.3671,16.462567857593736,Male,15
4.0,2.0,1.6,58.06,0.3042,22.679687499999996,Male,15
4.0,2.0,1.65,56.7,0.3671,20.82644628099174,Male,15
5.0,2.0,1.7,65.32,0.3671,22.602076124567475,Male,16
5.0,2.0,1.8,99.79,0.3671,30.799382716049383,Male,16
6.0,2.0,1.73,91.17,0.3042,30.46209362157105,Male,17
5.0,1.0,1.68,54.43,0.3281,19.285005668934243,Female,16
4.0,1.0,1.55,49.9,0.3281,20.770031217481787,Female,15
4.0,1.0,1.63,74.84,0.3281,28.168165907636723,Female,15
4.0,1.0,1.55,63.5,0.3281,26.430801248699268,Female,15
5.0,1.0,1.57,51.26,0.3281,20.795975495963322,Female,16
4.0,1.0,1.63,80.74,0.3281,30.388798976250516,Female,15
4.0,1.0,1.68,63.5,0.3281,22.498582766439913,Female,15
4.0,2.0,1.85,86.18,0.3042,25.18042366691015,Male,15
4.0,2.0,1.8,83.46,0.3042,25.759259259259256,Male,15
5.0,2.0,1.68,116.12,0.3042,41.14229024943312,Male,16
5.0,2.0,1.63,55.79,0.3042,20.99815574541759,Male,16
5.0,2.0,1.88,68.04,0.3042,19.250792213671346,Male,16
5.0,2.0,1.78,80.74,0.3042,25.48289357404368,Male,16
5.0,2.0,1.68,58.51,0.3042,20.73058390022676,Male,16
4.0,2.0,1.78,70.31,0.3042,22.191011235955056,Male,15
4.0,2.0,1.75,81.65,0.3042,26.66122448979592,Male,15
5.0,2.0,1.73,81.19,0.3042,27.127535166560858,Male,16
6.0,1.0,1.63,98.43,0.7117,37.04693439722986,Female,17
7.0,1.0,1.68,61.24,0.5582,21.697845804988667,Female,18
7.0,1.0,1.68,99.79,0.5859,35.356434240362816,Female,18
6.0,1.0,1.68,69.85,0.5582,24.7484410430839,Female,17
6.0,1.0,1.7,68.04,0.5859,23.543252595155714,Female,17
6.0,1.0,1.63,58.97,0.5582,22.19503933155181,Female,17
6.0,1.0,1.7,61.69,0.5582,21.346020761245676,Female,17
7.0,2.0,1.7,66.68,0.3423,23.072664359861598,Male,18
6.0,2.0,1.85,68.04,0.3423,19.880204528853177,Male,17
7.0,1.0,1.65,60.78,0.5582,22.32506887052342,Female,18
7.0,1.0,1.7,86.18,0.5859,29.820069204152254,Female,18
6.0,1.0,1.57,49.9,0.692,20.24422897480628,Female,17
6.0,2.0,1.7,78.02,0.3422,26.996539792387544,Male,17
6.0,2.0,1.83,99.79,0.4371,29.797844068201496,Male,17
6.0,2.0,1.57,63.5,0.3422,25.76169418637673,Male,17
7.0,2.0,1.75,65.77,0.3423,21.47591836734694,Male,18
7.0,2.0,1.83,86.18,0.3423,25.733823046373434,Male,18
7.0,2.0,1.73,72.58,0.3423,24.25072671990377,Male,18
6.0,2.0,1.78,70.31,0.3423,22.191011235955056,Male,17
7.0,2.0,1.73,54.43,0.3423,18.186374419459387,Male,18
6.0,1.0,1.68,58.51,0.5582,20.73058390022676,Female,17
7.0,2.0,1.85,98.88,0.4371,28.891161431701967,Male,18
7.0,2.0,1.7,59.88,0.3423,20.719723183391007,Male,18
7.0,2.0,1.8,81.65,0.3423,25.200617283950617,Male,18
7.0,2.0,1.75,117.94,0.3423,38.51102040816326,Male,18
6.0,2.0,1.7,83.92,0.3422,29.038062283737027,Male,17
7.0,2.0,1.88,102.06,0.4371,28.87618832050702,Male,18
7.0,2.0,1.75,88.45,0.4371,28.881632653061224,Male,18
3.0,1.0,1.68,60.78,0.6142,21.534863945578234,Female,14
4.0,1.0,1.65,63.5,0.6142,23.32415059687787,Female,15
3.0,1.0,1.55,54.43,0.6289,22.655567117585846,Female,14
4.0,1.0,1.55,54.89,0.6289,22.847034339229968,Female,15
4.0,1.0,1.57,56.7,0.6289,23.002961580591506,Female,15
3.0,1.0,1.6,54.43,0.6142,21.261718749999996,Female,14
4.0,1.0,1.63,58.97,0.6142,22.19503933155181,Female,15
4.0,1.0,1.63,65.77,0.6142,24.754413037750762,Female,15
3.0,1.0,1.63,70.31,0.6289,26.463171365124772,Female,14
3.0,1.0,1.65,61.69,0.6142,22.6593204775023,Female,14
6.0,1.0,1.96,64.86,0.6289,16.883590170762183,Female,17
3.0,1.0,1.65,70.31,0.6142,25.825528007346193,Female,14
4.0,1.0,1.57,70.76,0.6289,28.707046939023897,Female,15
4.0,2.0,1.6,60.33,1.6195,23.566406249999996,Male,15
4.0,2.0,1.6,61.24,1.6195,23.921874999999996,Male,15
4.0,2.0,1.75,74.39,1.6195,24.29061224489796,Male,15
3.0,2.0,1.8,76.66,1.6195,23.66049382716049,Male,14
4.0,2.0,1.7,58.06,1.6195,20.08996539792388,Male,15
4.0,1.0,1.75,72.58,0.665,23.699591836734694,Female,15
4.0,1.0,1.57,50.8,0.6142,20.60935534910138,Female,15
3.0,2.0,1.7,58.97,1.6195,20.40484429065744,Male,14
4.0,2.0,1.68,57.61,1.7801,20.41170634920635,Male,15
3.0,1.0,1.52,50.8,0.6289,21.98753462603878,Female,14
4.0,1.0,1.6,49.9,0.6142,19.492187499999996,Female,15
4.0,1.0,1.57,53.98,0.6289,21.899468538277414,Female,15
7.0,1.0,1.52,51.26,0.4513,22.18663434903047,Female,18
5.0,1.0,1.68,57.61,0.4277,20.41170634920635,Female,16
5.0,1.0,1.52,49.9,0.4513,21.597991689750693,Female,16
6.0,1.0,1.6,48.08,0.5312,18.781249999999996,Female,17
5.0,1.0,1.78,53.07,0.4513,16.749779068299457,Female,16
5.0,1.0,1.68,77.11,0.4277,27.32071995464853,Female,16
